PN,CPC
07737088,Y10S
05430925,Y10T
09568481,G06F
07427482,A61K
09636675,B01L
09718676,G01N
04829000,A61K
05770860,G01N
07193053,C07K
07417734,G01N
06627321,A61L
06288440,H01L
08742084,C07K
07138281,C40B
06517783,Y10T
08469996,Y10T
05540962,Y10T
05811099,A61K
07993830,A61K
08451450,A61B
06881586,Y02A
08835126,B82Y
06612686,C07B
05271945,Y10T
09506845,B01L
04652533,Y10S
05087561,C07K
09382366,C08G
05604093,C07K
09388442,B01J
09750485,A61B
09571904,C12M
06607667,B01J
05650283,C07K
05342510,C02F
09659748,G21K
05912194,D06M
08941059,H01J
08021331,Y10T
08691164,C12M
09652585,C12Q
07521245,G01N
07632765,A61L
09175412,H01F
06537747,C40B
10215765,G01N
05344753,G01N
06906164,B01F
05278194,B65D
09637771,C12Q
09221119,Y10T
06132407,Y10T
07426866,G01N
08283305,C11D
08323166,Y10T
09605221,Y02P
08709433,C07K
08415525,G01N
06287604,Y10T
07087164,B01D
08101063,A61B
09259703,C01B
06495369,G01N
06140044,Y10T
09212389,C12Q
09040521,G01N
06945128,G01N
07435483,C08L
08067022,A61K
06030477,B32B
04540660,G01N
08248586,G01N
09782380,C12Q
08043805,C12Q
09067808,B01J
08187719,C05D
09488645,C40B
05658751,G01N
08206593,B01F
07465494,B01J
09291616,G01N
07960148,A23C
07651662,Y10T
09447326,C07C
08906132,C22B
05637508,G01N
08709598,D06M
08778622,G01N
08440441,B01D
08772038,Y10T
09126197,G01N
06734424,H01J
08361708,C12N
08030094,C12Q
09410267,G01N
08507188,A61M
04599305,G01N
07910600,C12Q
04760030,Y10S
08895260,G01N
09891192,G01N
06852230,B01J
08241509,Y10T
07176445,B01D
08349550,C07K
10232371,C12N
06599449,B01J
05783504,A61F
07749448,C40B
09891172,G03H
07888048,C12Q
06780649,G01N
05830711,C12N
05914182,C12N
09422492,Y02P
09444213,A61N
08545741,A61M
06083763,G01N
08034610,G01N
06136274,B82Y
08349610,G01N
06833238,Y10T
08480941,B29L
08685230,G01N
07544471,C12Q
05282149,G01N
07724541,Y10T
08592174,G01N
10183279,Y02P
09084546,H01B
05690941,C07K
05310653,C07K
09718967,C10N
07640978,C12P
06071705,C07K
09863886,C08F
04309112,G01N
06919009,C40B
07713616,B42D
09023443,B29C
08597592,B01J
08377699,Y10T
08012720,G01N
07135143,G02F
08663991,B01L
04743545,B29C
08128803,C12Q
08486720,B01J
10046229,G01N
07482151,C12P
09062347,Y10T
08193102,Y10T
08785808,Y02P
10071358,B01J
08183060,Y10T
08623287,Y10T
08945915,Y02E
04515736,A61K
04675283,C12Q
07875245,G01N
05440388,A61B
08318126,C01G
09121072,C12Q
08263186,B32B
09909114,C12Y
10213527,A61K
09234477,G01N
09861994,A61M
07759132,C40B
09492651,Y10T
09791454,G01N
05412087,C07K
07105311,G01N
05942385,C12Q
10179927,C07H
10093917,C12N
09410891,B01L
08597888,B01J
09068950,G01N
08883124,Y10S
08071361,G01N
04271389,G01R
08561486,G01N
06776174,B03C
07014838,C12Q
05780368,Y10T
09963667,C12M
07147362,Y10S
08334140,G01N
07700271,C07K
05234820,C07K
09139807,C12M
08003343,C12Q
10005814,C08G
05863726,C12Y
10145838,B01L
05316754,G01N
06258541,C12Q
07113814,A61B
06100075,A61K
09492130,B01L
05066580,Y10S
08129198,Y10S
06916612,G01N
05531925,A61K
06300492,C07K
09422492,C10K
09868964,B01F
10024855,B01L
06239273,C40B
06911310,B01J
10160990,C12M
04743361,C12Q
06057161,G01N
04871440,Y10S
08617805,G01N
08415108,G01N
07975762,C12M
05639868,C40B
06238565,C12N
05785976,Y10S
07878389,E05Y
09869677,C07K
07320864,C12Q
08323698,C08G
08858885,B01J
10136820,C07K
08658166,G01N
09260472,A61K
06762049,B01L
06051190,C40B
07994291,C07H
05159050,A61L
08771966,A61K
08417012,G01N
10046229,H04L
06495553,A61K
07892764,G01N
09597405,C09B
08362193,H01L
10189911,G01N
10202442,C07K
08187820,B82Y
07880617,B01L
08697028,H01M
07179423,Y10T
09284612,C12P
05670054,B01J
06406919,Y10T
06284284,A61Q
05795719,C08F
05710032,C12N
07829271,B01J
08501737,A61K
09243096,C08F
08802212,B65D
08236487,G01N
09447888,F16K
05843655,B82Y
07842222,B32B
06576460,G01N
07142303,H01J
09567247,Y02E
07494824,C07K
09023768,C40B
07371755,Y02A
09522854,C07C
10166009,A61B
06296810,B01J
08062835,G03F
09499939,C10L
09309124,Y02E
10074255,G08B
09802195,B81C
07419784,G01N
04564373,C02F
07516714,G01N
09086400,G01N
09028664,B01D
06843474,B65H
10072104,C08F
08828311,A61F
05837840,G01N
06610253,G01N
07521105,B29C
06180061,B67D
09757704,C11D
06995018,Y10S
06635167,H01R
07851204,B01L
09902818,B29C
09683318,D03D
07396561,C07B
07270850,B01D
09708392,C07K
06875620,B01J
08557532,A61K
05384245,C12Q
08303907,G01N
07861544,B67D
07367494,G07F
08034558,G01N
07223834,A61K
08546098,G01N
09921174,G01N
06923951,C12Q
08581213,G01N
08540499,F04B
07223571,C12P
08945601,A61F
07011952,C12Q
07736689,C08F
05744366,C40B
06511842,Y02A
08765641,G01N
07247272,Y10T
07601805,G01N
05766746,A47G
05622867,A01N
05223243,C07F
07966859,G01N
07200495,G01N
09423401,G01N
09534152,C09J
04989983,G01N
08334134,G01N
08006525,Y10T
06506569,C07K
06037036,Y10S
08173445,C12Q
05468606,B82Y
10111481,A41B
09040489,B01J
06226392,G01N
07737392,B82Y
09494598,Y10T
06699724,G02F
08076148,C07K
09902949,C12N
07223735,Y10S
08551332,B01D
06787125,C12Q
08835387,G01N
08063014,Y10T
09283537,C07C
10186332,G16H
05665539,A61K
10194601,A01K
04732811,C08J
08076095,G01N
08501398,Y10T
05491344,G01J
09096823,B01J
09939336,G01K
08224582,Y02A
09335000,Y10T
10130588,C09C
05662938,Y10T
06228904,C01B
08911950,C07K
09920373,G01N
05910288,B01F
07501279,C12M
07790418,C12Q
09305137,C12Q
04946434,A61M
08707546,H01R
08673628,C12Q
08486720,C12Q
08974529,Y10T
06063571,C12Q
07422669,B01L
09772761,F16B
09739774,G01N
07256000,G01N
07391515,G01N
08844158,D04H
07604939,G01N
09630022,A61L
04414325,G01N
08821703,B03C
09624464,G01N
09809862,C12Q
07494777,A01K
07556967,Y10T
10203286,G01N
10215730,G01N
06027946,G01N
08779312,B01J
06162611,Y10S
09701995,G01N
09061914,Y02E
07083916,G01N
08188269,G01N
07964688,C08F
06860978,C12Q
08729171,Y10T
09005543,B01L
08931379,Y10T
08835178,Y10T
05641966,G01N
05707352,B06B
07396589,Y10T
07556957,G01N
09575053,G01N
09789482,Y10T
09248450,G01N
05591609,C12N
08530459,C07D
08673250,B01J
09084813,C12N
09718968,C08G
09064965,H01L
06309602,C07H
06962006,B01D
10155966,B01J
09963728,B01J
09020574,Y10S
08663938,Y02A
07112414,C12Y
05455157,Y10S
09101933,B01L
09340318,Y10T
06242265,G01N
08936763,C12Q
08071316,C07K
08592450,A61B
08744982,G16B
07442343,Y02T
09091683,G01N
07588889,C40B
04775650,C02F
08349449,C11D
08647821,H01M
07749967,G01N
08012690,G01R
05830548,B29L
08497630,G01N
08338103,Y10T
08148340,C07H
06071391,G01N
07192515,G01N
06472216,Y10T
06884773,A61K
06607744,A23L
09733257,G01N
06358613,B05D
07241883,G01N
06361933,C12N
06387629,G01N
07478571,G01N
05753436,C07D
08207816,E05B
06104028,H01J
06979489,H01J
08133600,Y02W
04951675,A61K
09840736,G01N
06673315,G01N
05858647,A61K
04477576,Y10S
08683833,E05B
09725487,C07K
08361553,A01N
06683173,C07H
07333896,C40B
07288618,C08L
09873911,C12N
10220367,G02F
03960490,G01N
06297059,G01N
08337754,B01L
09579622,G01N
08574866,C12N
09526644,C08G
09870894,G01N
08810804,G01N
10047392,G01N
08687185,G01N
09720137,C09D
04411832,C07J
07935416,B01D
05553616,G01N
08288153,C12Q
08802212,B32B
05656426,C07F
04209696,H01J
05234991,C08B
05958783,G01N
05458933,Y10T
08828209,G01N
07997054,Y10T
07524379,A61L
07884930,G01N
07491365,G01N
06906164,B01J
08164217,H02J
07446880,G01N
08137759,G01N
08951476,G05D
05789157,A61K
08469996,A61B
10054566,H01J
06277397,A61L
05879944,G01N
06296810,C12Q
08702923,G01N
06132801,C01P
08123864,C12P
09347956,A61K
06951715,G02B
08815502,C12M
03985649,Y02W
04962046,C08F
07964047,Y10T
09011529,A61F
06649364,C12Q
06537744,Y10T
07476361,Y10T
07482151,C02F
06773888,B82Y
10005793,A61K
05169720,C12N
06509105,Y10T
09585907,G01N
09764060,C08J
09784680,G01N
09457333,H01F
09995734,C12N
08601965,B82Y
06638621,B01J
04945044,C12Q
08173369,C12Q
09179848,G01N
09793587,G01N
06521187,Y10T
08174879,G01R
09150905,C12Q
07972804,C07K
08685426,A61F
04140582,B01L
07811774,G01N
06482600,Y10S
05242681,G01R
09453198,G01N
08273537,G01N
08784928,A61M
10227639,C12Q
05553379,Y10S
09435814,G01N
06921544,Y10T
05837200,F15C
08246998,Y10T
06384296,A61F
07057165,B82Y
10233443,C12Q
05372712,B01J
05658738,A61K
06143511,Y10S
09429539,C12Q
09493516,C07K
08940143,B01L
05262035,C12Q
09113624,G01N
05266309,A61L
10155987,C12Q
05126247,C12Q
07317216,G01N
08114679,G01N
08875402,E06B
08574866,C07K
09387236,C12Y
08313626,B01L
09127302,C12Q
09017543,G01N
06911528,C07K
08772379,C12F
04729949,C12M
07622100,G01N
08467842,A61B
09758842,C13K
09927431,Y10T
09058418,C40B
07662770,G01N
05856195,Y10T
08742070,C40B
07811994,C40B
09646133,A61B
09039998,C12M
08841093,C12Q
04689305,Y10S
09632096,G01N
05185430,C07K
05851779,Y10S
08852953,G01N
06331438,G01N
06403367,C12Q
08361186,C05F
05888744,C07H
09599806,A61B
08066923,D01F
07421773,Y10T
08370073,G06F
09625478,G01N
08945472,G06T
05731170,C12N
09850319,C07K
09704018,A61B
05652050,B01D
06242187,C12N
07745166,C12N
08071360,H01L
06872299,G01N
09388420,C12Q
07410615,G01N
08582108,H01L
08762067,G01N
07247842,G01Q
09631172,A61L
09431692,G01S
07426440,G01N
05478564,B01J
07355704,G01N
09422536,A23L
06274336,G01N
06734424,B01L
07964567,C07K
09182394,G01N
09974323,A23L
04444879,G01N
07052864,C12Q
06261836,C12Y
09643002,Y10T
05484537,B06B
08147859,A61L
09347912,G01N
07169570,G01N
08158436,Y10T
05563803,F01K
09612250,C07K
05922858,Y02A
09198975,A61K
09764060,B01J
07741038,C12Q
08715622,G01N
10028975,C12N
06142025,G01N
07429461,C12Q
08747886,G01N
06030673,B31D
09206416,G01S
06573108,B01L
05124245,G01N
03960488,G01N
09682251,A61N
05837472,C12N
07968305,C12Q
09637537,C07K
10060878,G01N
06300076,G01N
09127233,C11B
05879878,Y10S
09005319,C10K
09612237,C07K
06780594,G01N
05200152,Y10T
06534308,C12M
08778269,Y10S
08647593,G01N
10088106,A01N
07747393,G06N
10184149,B01J
08425782,C02F
09857372,G01N
07402262,C08G
08092917,Y10T
06902903,G01N
06998261,C12Q
06872522,B01J
07744883,A61M
08349331,C07K
08337711,C12M
09579645,G01N
07759062,C12Q
06355198,G01N
08542024,G01N
06159719,C07K
08347427,B05B
09134320,G01N
07655112,B01D
08486680,C12N
09255171,B05D
06054568,C12Q
07923054,G01N
07540947,G01R
05504343,G21F
06755803,Y10T
06970239,G01N
08569072,G01N
07666522,Y02P
07195870,C07K
08553229,G01N
09833627,Y10T
08020273,B05C
06372185,G01N
08021894,C12Q
09523642,B01L
05616304,C02F
06451541,A61K
07709544,G03F
07727749,Y10T
05932483,C07K
09606032,B01L
05616391,D04B
08536382,B01J
05553614,G01J
05863724,Y10S
07951237,Y10T
06309823,C07H
08900813,C12Q
08969470,G01N
07812956,G01N
10137103,C07C
10105703,G01N
09045383,C10G
07422867,A61K
05188964,Y10S
08518349,A61K
07361474,C12Q
08936805,C08L
07302970,B01L
07186383,Y10T
09803245,C12Q
08951719,C12N
09841380,G01J
06313335,C09D
06028054,G01N
06315852,Y10T
08231835,F01N
09175084,C07K
08839796,F41H
05527687,C12Q
08985547,B01L
06048698,C07H
09063135,G01N
05419892,Y10S
06667394,C07H
05580739,C12Q
05883025,B65D
06664103,H01L
08666671,G01N
08511480,B01L
09274096,G01N
09920268,C01B
09157080,C12N
05629160,C07K
07303922,Y10T
05830305,B29L
06057256,A62B
06784420,H05H
05731087,C08J
08268901,Y10T
06642007,C07K
06653005,H01M
07622076,G01N
05532129,G11C
09446050,G06F
09671317,G01N
05668264,C12N
07984643,C40B
07906338,Y10T
09986942,G01N
09127223,Y02E
06344332,C12Q
07960110,C12Q
08101662,A61K
05180614,Y10T
03972791,Y02A
08177072,B01L
09522070,Y10T
09750953,A61N
07740922,F16L
05326779,C07K
05955056,G01N
09453151,C09J
04777019,C12Q
06455247,C12N
08336456,G01N
08193291,C07H
04671954,Y10S
09790259,Y10T
05565171,G01N
05455031,A61K
08193001,Y10T
08729281,C07D
09127306,C12Q
09157126,G01N
10180438,C12Q
04724202,G01N
06413394,G01N
05952106,Y10T
07403113,G01N
08575324,C12Q
09347440,B01L
07820711,G01N
07202346,A61K
09532842,A61B
08367344,C12Q
07192777,G16H
06395143,B01J
08500637,A61B
09873611,Y02P
09835620,G01N
06599473,Y10S
09574147,C10G
06818394,G01N
07993505,A61B
05842150,D21C
06495370,Y10S
06105235,Y10T
07824624,B01L
09469874,C12Q
08252932,C40B
06361942,C07K
08455442,B01J
07010182,B82Y
08329413,G01N
08186235,G01N
08557973,C12Q
09970955,G01N
10067075,H01Q
05055393,Y10T
07850915,Y10T
06007988,C12Q
08669240,C12Q
08541065,Y10T
05792607,Y10S
04312727,C12N
07220344,B01J
08603992,A01K
09212959,G01L
05856245,C14C
05092870,A61B
05135852,C12Q
06107102,A61K
06465188,C12N
07329039,G01N
09644232,B01L
07541444,C12Q
10132794,G01N
08129174,B01L
08268446,C08G
09020650,Y04S
08372279,H01J
07799518,C07K
08359098,H01M
06258576,G01N
05573934,A61K
07767423,C12Q
09547011,A61L
10082499,H01J
09873764,A61K
09725480,C12Q
06869759,C12Q
09386906,D06F
09593370,B01L
09085643,A61K
05445945,C10M
09101664,C08L
09834812,C12Q
06120885,H01L
09187902,E04C
08916698,C12M
09663818,G01N
06558548,Y02W
08986523,H01L
08685344,B01F
08911957,Y10S
09079171,B01J
07335808,B01D
06573080,C12N
07807355,C12N
09017986,C40B
06403382,C07B
09149473,C12P
04767701,C07H
07592138,C12Q
10184057,B32B
07501233,G01N
08394923,G01N
05536564,C08L
09365776,Y02E
09494521,G02B
08283625,H01J
10005963,Y02P
08241891,F16K
09718711,C02F
06303290,G01N
07534263,Y10T
10001478,G01N
06640132,G06T
09089501,A61K
09598727,C12P
10005969,C07B
05393615,Y02E
07700375,G01N
07034110,Y10T
06107041,C07K
09638452,A01N
07291466,G01N
06828159,C09B
06444126,B01J
07857957,C12Q
07645592,G01N
06776896,G01N
05707352,A61K
08299216,C12Q
10065163,A61K
08156853,Y10T
09205577,A61F
09383299,B82Y
07611904,Y10T
07745110,G01N
09689852,H05K
08961899,B01L
08394339,C12Q
07445835,C08J
06656699,G01N
04310624,C07H
07780897,C12M
07059207,G01N
05928935,B01L
08747797,B01J
09089501,Y10T
04746607,G01N
06210078,B01J
09147014,G01N
06365418,C40B
06562568,H01F
09931787,B29C
07842516,B01J
07344832,G01Q
09453166,Y02P
05814525,G01N
08877140,G06T
05322779,C12Q
07592437,C12Q
07850974,Y02A
09624711,E05G
05618680,G01N
08101037,B01L
07480054,G01J
06316181,C12Q
07374877,C12Q
06566085,C12Y
07927864,G01N
09139617,C07K
05356772,G01N
04278762,C07K
09062303,C12Q
08114636,C07D
07909427,B41J
06020312,A61K
08562840,B01J
08469996,A61F
08394923,B04B
08008025,G06F
06852544,Y10T
06958372,C08F
05609886,A61K
05981179,C12Q
06723235,G01N
09549956,A61K
07820983,G01N
05935799,C12Q
10139415,C12Q
05171666,C07K
09702795,G01N
05405785,A61K
08900415,C10J
09033307,F16K
06203757,G01N
08384905,G01N
05760118,C09D
09387492,G01N
07764003,B06B
09688761,A61K
07482907,B60R
07455975,G01N
05795724,C12Q
05837458,C12Q
06210715,B01J
09075000,G01N
05605662,G01N
08435731,C12Q
08883691,G01N
08558004,C07D
06908766,G01N
04929644,A61Q
06309611,B01D
06447661,B01L
08324363,C07K
08840552,Y10T
08665071,B01L
06949382,C12Q
09119667,H01Q
04723420,F17C
07306925,A61B
04665897,A61K
06143947,A61F
06485703,A61K
08192944,Y02A
08404155,Y02P
06755131,B01J
07790407,C12N
09597290,B01J
08470164,G01N
05543298,C07D
10219732,G01N
10004742,C12Q
08771784,G01N
09043156,G01N
09636073,A61B
06627396,Y10S
06101946,B01J
07702378,Y10T
07667014,C07K
06532061,G02B
10119107,B01L
09585922,A23V
07300778,G01N
05654010,B82Y
09797879,G01N
05324503,Y10S
06180061,Y10T
08921122,Y10S
09910039,G01N
09745350,A61K
05728524,C12N
05702894,C12Q
06066454,C12Q
08398909,B82Y
07674447,C12Q
07897363,A61K
06653124,F16K
05665474,C08L
07794946,G01N
09938583,A61K
04812414,G01N
08055450,G05D
09751668,G01N
08951323,B32B
08404242,G01N
07842479,C12N
09329195,B08B
06518056,B82Y
08366816,B01D
09606108,B32B
07053533,H03H
06384210,C07H
06175409,B01D
09687235,Y10T
08617205,Y10T
10023922,C07K
07316919,B01J
07442503,B01L
07960178,Y10T
09200258,C12Q
06043031,C12Q
07751988,G01N
08852922,B33Y
08361591,A61L
08999157,B01D
09308530,G01N
08916152,A61K
06291824,A61B
05298259,C40B
08409867,G01N
07592277,D04H
08603198,C10L
05919530,Y10T
08981135,C07C
09017955,G01N
08728528,A01N
07402262,B82Y
10105681,B01J
06929923,C07K
09079181,Y10T
07758079,Y10S
09763788,C08L
07837085,Y10T
05973124,C07K
08426174,C12P
07592139,C12M
08008064,Y10T
08444986,A61K
09668475,A01G
09951226,C07D
08864893,B27N
04898951,C07C
08137622,B08B
07880565,H04R
05637461,B82Y
05789185,G01N
07811994,C12N
05302369,A61K
08710180,G01N
09029286,B01J
09848805,C08G
06365349,C07G
06309892,G01N
10036708,C12Q
06720193,B01D
09545285,Y10T
06413550,A61K
09783893,G01N
08637260,C07K
09089501,C08L
08999726,B01J
09336989,C30B
06921639,B01L
04870829,G01N
05310687,G01N
07595108,B01J
06306598,A61K
06924095,A61K
08460684,G01N
09034265,Y10S
07326542,A61K
08712118,G01N
06093544,C07K
08795980,G01N
09329179,G01N
05721049,A61F
09383358,G16B
08956494,B29L
08382987,B82Y
09982026,G01N
06251691,G01N
09970896,C12Q
09717765,A61Q
08512626,D01D
05306550,C08L
07033841,Y10T
09637663,Y10T
07396402,E04C
07163680,G01N
09587266,C07K
05475096,C40B
08921040,G01N
07285329,B22F
10209239,G01N
09733168,Y10T
08637645,G01N
09222937,G01N
08603743,C12Q
08501399,B82Y
07799290,H05H
08641986,C12Q
09730954,C12N
08110146,Y10T
07967904,Y10T
08216455,Y02W
09103819,G01N
09477248,Y10T
04000041,Y10S
06555360,G01N
06462162,C08G
06458539,C12N
06521341,H01F
06344239,Y10T
08911512,G01N
07091049,C12Q
04728082,C22B
07033752,Y02A
10011844,C12N
05773237,C12Q
07713477,B01L
06322978,C07K
07952705,B29D
09828621,C12Q
05602071,C02F
08568871,B82Y
06893816,C40B
09793477,B01L
07009154,B01L
07842377,A61K
09134319,G01N
04049546,C02F
07527858,H05K
04582622,G01N
04588624,C08L
06873914,Y10S
07425308,B01J
08771480,C12P
09606123,A61K
06106780,G01N
04235871,Y10T
07691196,C03C
07960148,D21C
09512208,A61K
07888072,C12P
09873764,C08L
08951738,G01N
08618358,C12Q
07195868,C12Q
10174343,C12Y
09366682,A61K
05523210,Y10S
09017643,C01B
09795965,G01N
05443080,G01N
07873481,G01N
07927887,G01N
05804142,G01N
07600707,Y10T
08728741,A61K
08722357,Y10T
08657816,A61B
08110669,Y10S
08481032,C07K
05795731,C12Q
08222023,B01F
07939654,C40B
08796581,C10B
09683268,C12Q
06342349,C40B
07363090,G01R
09146241,G01N
07138232,C12Q
09296850,C08F
05043288,Y10S
07056513,C12N
09440889,C05F
08982156,Y10T
10036705,G01N
10041115,B01L
08241509,B01L
07998687,C12Q
05536945,G21F
08423298,G01N
08981183,C12N
05019400,A61K
06936461,C12Q
08027821,G16B
09649389,A61K
09688804,C08F
09671366,B01L
06627453,G01N
08263414,B01J
09469622,C07C
04238757,H01L
08586293,G01N
07771932,C12N
08346484,A61N
08805490,Y10T
09459185,G01N
05059404,Y02E
09840740,C12Q
09150803,Y02B
07011093,A61F
04852027,G01N
07413854,C12N
06780582,C40B
08193291,A61Q
05945276,C12N
06783543,Y10T
05342692,C30B
09708372,G01N
08618509,F21K
07256156,A61K
08673554,Y10T
09868920,C10M
08084410,B08B
06587715,A61B
06849109,C01B
06737236,C12N
04865970,Y10S
05723302,G01N
09557251,G01N
08451138,B01L
09121058,B01J
04904583,G01N
06716619,G01N
08268446,Y10T
09675663,G01N
07348399,G01N
09581591,G16H
05693383,C02F
04360592,G01N
08999715,Y02A
07772402,C12Q
08022444,G01N
05858647,Y10S
08741117,G01R
09145483,B29L
10018562,H01L
09346960,B32B
09801384,C02F
06567751,B01J
04996040,G01N
06943035,Y10T
07074327,G01N
08470231,B29C
08324523,C10J
07901939,G01N
09481715,G01N
09260700,Y02E
10231820,A61F
06468745,C12N
06323040,G01N
08858986,B29C
04181650,Y10T
07708886,Y02W
07967910,B22F
08888838,C21D
10052453,A61M
09657324,C12Q
09696314,C12Q
07105307,C12Q
06224894,C09D
08600479,A61K
07892856,B01J
10139333,G01N
09976168,G01N
08864893,C09J
06893703,Y10S
07897330,G01N
07594996,C09K
08685662,G01N
07358099,Y10T
10045742,A61F
08993117,C23C
09102889,C10L
07008767,C12N
07615345,B01L
08007656,C12Q
09273302,G01N
08367018,C12M
09927391,G01N
04673584,C08L
05596025,A61K
08841087,C12N
10035104,B01D
05612030,G01N
04808353,B01J
07622294,Y10S
06692751,C12N
07655470,C30B
05702894,C12Y
07756365,B82Y
06248884,Y10S
07354475,B01D
09533304,B01F
08298491,Y10T
08802372,G01N
09586810,Y02P
09121851,Y10T
07781174,C07K
10174343,Y02E
09758547,B01D
09841502,G01S
05989841,Y02A
04797357,G01N
06022700,C40B
06228904,B29C
05486452,G01N
05427767,G01N
07799968,A47L
05047522,C12Q
07501279,G01N
08473262,G01N
08465939,C12N
10072270,C12N
10239807,C07C
09541504,G06T
06689473,A61L
05695857,Y10T
05569408,Y10T
07998337,Y10T
08801904,F01K
05567620,G01N
09579649,G01N
10196167,B29B
09295531,A61L
09005549,B01L
07759065,C12Q
07759060,C12Q
07214298,G01N
09833781,B01L
09540447,C12Q
03966641,A01N
09975795,F02B
09005893,G01N
08289494,C09K
08349615,G01N
10081676,G01N
09527681,B65G
08709830,C09B
07727721,C12Q
05668258,C07C
09200409,Y10T
06344542,C07K
05885577,C40B
10034967,Y10T
04147624,B01D
05554438,B29C
05556961,Y02P
08718946,Y02A
10073036,B01L
04794171,Y10S
06667387,C12N
09758821,Y10T
07220538,A01N
06150099,G01N
09464150,C07D
09631173,C12N
09395320,Y10T
09804168,C07K
09049849,A01K
07442743,C08F
07122309,C12Q
09492815,C03B
06475639,B25J
05242806,G01N
06884873,G01N
06295153,G02B
07837085,H01G
08846315,A61K
09434987,Y10T
08765387,G01N
07366365,G01N
10077597,E06B
07183337,Y02E
09139699,C08L
05042144,A61B
08592036,B01J
09067960,C07H
08758796,C08L
10036752,A61K
08483972,G16B
06939514,G01N
09846161,Y10S
06958693,A47L
08347754,A61B
07208221,D04H
10092425,A61L
06436635,C12Q
07776361,A61L
08900692,D04H
05498392,Y10S
06156178,B01J
07945322,H03H
09983203,C12Q
07298551,G01J
05126115,Y10T
06607891,Y10T
07759113,C12N
08784735,Y10T
08415111,C07K
08512963,G01N
07553673,C10N
09718668,B81C
06448307,B29K
06576425,Y10S
07507541,G01N
08221704,F16K
09090542,B01J
05985581,Y10S
04826762,C12Q
07153272,A61B
06232085,C40B
07994370,B01D
04358358,G01N
06689073,A61M
05779632,C08L
05869256,A61K
07993968,H01S
09714940,B82Y
10005842,C07K
07745389,C12Q
05480436,B32B
06902783,B32B
07584240,G16H
09771295,C03B
09939429,G01N
10213230,A61P
08574354,C10J
05693097,A61F
06844184,B01J
07411049,C07K
07205156,H01J
06952651,B82Y
05958691,C12Q
07622553,C07K
08875402,B29C
08409870,H01J
04373009,B05D
09090828,C10B
08333934,B82Y
06485703,G01N
05723300,G01N
04204542,Y10T
06518022,B01L
10059605,C02F
05409611,B01J
04876186,C12Q
07440855,C12Q
09101931,B05D
09846163,C08L
07179610,C07K
06727237,C07D
04069016,Y10T
07306934,B01J
04952685,A61K
07927549,G01N
09618474,G01N
06179826,A61M
07979241,G01J
10117835,B29B
09574100,C08J
08820199,B23D
05605810,C07K
05698685,C08G
05919127,C12N
